Unique.ID,Grantor,Grantee,Program,Year,Date,EndDate,Amount,AmendmentNumber,Funding.Agency,Funding.Source,Category,Location,Issued,Funding.Type,Years,Average.By.Year,City.Year,Population,Amount.Per.Capita,Amount.Per.PEH,Population.PEH,ExpenditureType
,City of Imperial Beach,,,2022.0,,,0,,,,,,,,,,City of Imperial Beach|2022,,$0.00 ,$0.00 ,0.0,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,,,,,,Other/Unknown
,City of Santee,CRISIS HOUSE,emergency housing and support services,,6/30/2022,,"$1,087.69 ",,,CDBG (Program Year 2021),,,,,,,"City of Santee|Provide services to families, abused youth, seniors and veterans experiencing homelessness and domestic violence with housing and wrap-around services.",,$0.00 ,$0.00 ,,Crisis Management
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,,,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
